Group_Combined,Group,Year,Metric,Value
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2016,Applications (N),12
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2017,Applications (N),7
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2018,Applications (N),5
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2019,Applications (N),7
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2020,Applications (N),5
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2021,Applications (N),6
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2022,Applications (N),15
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2023,Applications (N),0
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2024,Applications (N),1
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2015,Admissions (N),8
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2016,Admissions (N),12
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2017,Admissions (N),6
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2018,Admissions (N),3
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2019,Admissions (N),6
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2020,Admissions (N),4
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2021,Admissions (N),4
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2022,Admissions (N),1
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2023,Admissions (N),0
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2024,Admissions (N),1
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2015,Confirmations (N),5
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2016,Confirmations (N),11
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2017,Confirmations (N),3
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2018,Confirmations (N),1
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2019,Confirmations (N),5
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2020,Confirmations (N),1
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2021,Confirmations (N),4
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2022,Confirmations (N),1
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2023,Confirmations (N),0
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2024,Confirmations (N),1
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2015,Enrollments (N),4
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2016,Enrollments (N),11
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2017,Enrollments (N),3
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2018,Enrollments (N),1
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2019,Enrollments (N),6
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2020,Enrollments (N),0
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2021,Enrollments (N),3
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2022,Enrollments (N),1
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2023,Enrollments (N),0
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2024,Enrollments (N),1
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2015,Admissions / Applications,80
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2016,Admissions / Applications,100
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2017,Admissions / Applications,86
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2018,Admissions / Applications,60
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2019,Admissions / Applications,86
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2020,Admissions / Applications,80
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2021,Admissions / Applications,67
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2022,Admissions / Applications,7
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2023,Admissions / Applications,
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2024,Admissions / Applications,100
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2015,Confirmations / Applications,50
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2016,Confirmations / Applications,92
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2017,Confirmations / Applications,43
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2018,Confirmations / Applications,20
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2019,Confirmations / Applications,71
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2020,Confirmations / Applications,20
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2021,Confirmations / Applications,67
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2022,Confirmations / Applications,7
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2023,Confirmations / Applications,
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2024,Confirmations / Applications,100
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2015,Confirmations / Admissions,63
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2016,Confirmations / Admissions,92
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2017,Confirmations / Admissions,50
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2018,Confirmations / Admissions,33
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2019,Confirmations / Admissions,83
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2020,Confirmations / Admissions,25
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2021,Confirmations / Admissions,100
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2022,Confirmations / Admissions,100
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2023,Confirmations / Admissions,
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2024,Confirmations / Admissions,100
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2015,Enrollments / Applications,40
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2016,Enrollments / Applications,92
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2017,Enrollments / Applications,43
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2018,Enrollments / Applications,20
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2019,Enrollments / Applications,86
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2020,Enrollments / Applications,0
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2021,Enrollments / Applications,50
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2022,Enrollments / Applications,7
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2023,Enrollments / Applications,
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2024,Enrollments / Applications,100
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2015,Enrollments / Admissions,50
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2016,Enrollments / Admissions,92
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2017,Enrollments / Admissions,50
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2018,Enrollments / Admissions,33
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2019,Enrollments / Admissions,100
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2020,Enrollments / Admissions,0
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2021,Enrollments / Admissions,75
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2022,Enrollments / Admissions,100
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2023,Enrollments / Admissions,
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2024,Enrollments / Admissions,100
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2015,Enrollments / Confirmations,80
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2016,Enrollments / Confirmations,100
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2017,Enrollments / Confirmations,100
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2018,Enrollments / Confirmations,100
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2019,Enrollments / Confirmations,120
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2020,Enrollments / Confirmations,0
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2021,Enrollments / Confirmations,75
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2022,Enrollments / Confirmations,100
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2023,Enrollments / Confirmations,
Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,Enrollments / Confirmations 81% 81% 91% 90% 76% 67% 80% 100% 78% 75%,2024,Enrollments / Confirmations,100
Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,2015,Full-Time Applications (N),392
Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,2016,Full-Time Applications (N),370
Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,2017,Full-Time Applications (N),337
Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,2018,Full-Time Applications (N),320
Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,2019,Full-Time Applications (N),311
Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,2020,Full-Time Applications (N),211
Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,2021,Full-Time Applications (N),179
Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,2022,Full-Time Applications (N),146
Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,2023,Full-Time Applications (N),483
Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,2024,Full-Time Applications (N),425
Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,2015,Full-Time Admissions (N),244
Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,2016,Full-Time Admissions (N),244
Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,2017,Full-Time Admissions (N),239
Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,2018,Full-Time Admissions (N),221
Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,2019,Full-Time Admissions (N),216
Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,2020,Full-Time Admissions (N),152
Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,2021,Full-Time Admissions (N),146
Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,2022,Full-Time Admissions (N),90
Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,2023,Full-Time Admissions (N),387
Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,Enrollments / Confirmations 80% 100% 100% 100% 120% 0% 75% 100% -- 100%,2024,Full-Time Admissions (N),314
